gene,n_tissue,tissue_1,tissue_2,tissue_3,tissue_4,tissue_5,tissue_6,direct_association.diseaseId,direct_association.score,direct_association.disease,ensembl_ID
FLT4,1,LUNG,"","","","","",Orphanet_44890,0.639763775037386,"Gastrointestinal stromal tumor: Gastrointestinal stromal tumor (GIST) is the most common mesenchymal neoplasm of the gastrointestinal (GI) tract, typically presenting in adults over the age of 40 (mean age 63), and only rarely in children, in various regions of the GI tract, most commonly the stomach or small intestine but also less commonly in the esophagus, appendix, rectum and colon. GISTs can be asymptomatic or present with various non-specific signs, depending on the location and size of tumor, such as loss of appetite, anemia, weight loss, fatigue, abdominal discomfort or fullness, nausea, vomiting, as well as an abdominal mass, blood in stool, and intestinal obstruction. GISTs can also be seen in familial syndromes such as Carney triad and neurofibromatosis type 1.",ENSG00000037280
CAPN5,1,SPLEEN,"","","","","",Orphanet_329211,0.639169460140238,Autosomal dominant neovascular inflammatory vitreoretinopathy: NA,ENSG00000149260
OPTN,1,HEART,"","","","","",MONDO_0004976,0.639061270019302,"amyotrophic lateral sclerosis: Amyotrophic lateral sclerosis (ALS) is a neurodegenerative disease characterized by progressive muscular paralysis reflecting degeneration of motor neurons in the primary motor cortex, corticospinal tracts, brainstem and spinal cord.",ENSG00000123240
GLI1,1,LUNG,"","","","","",MONDO_0029130,0.638518432336859,"polydactyly, postaxial, type A8: NA",ENSG00000111087
KDR,1,HEART,"","","","","",EFO_0002892,0.638009744929206,"thyroid carcinoma: A carcinoma arising from the thyroid gland. It is usually an adenocarcinoma and includes the following main subtypes: follicular, papillary, medullary, poorly differentiated, and anaplastic.",ENSG00000128052
DPP6,1,LUNG,"","","","","",Orphanet_2514,0.637293068486985,Autosomal dominant microcephaly: Autosomal dominant form of microcephaly (disease).,ENSG00000130226
IKZF1,1,SPLEEN,"","","","","",EFO_0000220,0.637108889434168,"acute lymphoblastic leukemia: Leukemia with an acute onset, characterized by the presence of lymphoblasts in the bone marrow and the peripheral blood. It includes the acute B lymphoblastic leukemia and acute T lymphoblastic leukemia.",ENSG00000185811
SCN1A,1,HEART,"","","","","",EFO_0001073,0.636890862631057,obesity: A disorder involving an excessive amount of body fat.,ENSG00000144285
FGG,1,LUNG,"","","","","",Orphanet_98880,0.636843570853714,Familial afibrinogenemia: Familial afibrinogenemia is a coagulation disorder characterized by bleeding symptoms due to a complete absence of circulating fibrinogen.,ENSG00000171557
RORC,1,KIDNEY,"","","","","",Orphanet_179006,0.636526147400936,Primary immunodeficiency due to a defect in adaptive immunity: NA,ENSG00000143365
C1S,1,ADRNL,"","","","","",MONDO_0015699,0.636498638623653,immunodeficiency due to a classical component pathway complement deficiency: NA,ENSG00000182326
HSPA9,1,HEART,"","","","","",Orphanet_260305,0.636498638623653,"Autosomal recessive sideroblastic anemia: Congenital autosomal recessive sideroblastic anemia (ARSA) is a non-syndromic, microcytic/hypochromic sideroblastic anemia, present from early infancy and characterized by severe microcytic anemia, which is not pyridoxine responsive, and increased serum ferritin.",ENSG00000113013
GRIN2D,1,HIPPOC,"","","","","",MONDO_0018614,0.636498638623653,"undetermined early-onset epileptic encephalopathy: A rare infantile epilepsy syndrome characterized by early onset of seizures of variable type and severity, potentially associated with a spectrum of clinical signs and symptoms including delay or lack of psychomotor development, intellectual disability, poor or absent speech development, behavioral abnormalities, hypotonia, movement disorders, spasticity, microcephaly, and dysmorphic facial features, among others. Brain imaging findings are also variable and may include cerebral atrophy or white matter abnormalities.",ENSG00000105464
GK,1,KIDNEY,"","","","","",Orphanet_284411,0.636498638623653,"Glycerol kinase deficiency, juvenile form: Juvenile glycerol kinase deficiency (GKD) is an uncommon form of GKD (see this term) characterized by Reye-like clinical manifestations including episodic vomiting, acidemia, and disorders of consciousness.",ENSG00000198814
GK,1,KIDNEY,"","","","","",Orphanet_284414,0.636498638623653,"Glycerol kinase deficiency, adult form: Adult glycerol kinase deficiency (GKD) is an uncommon form of GKD (see this term) diagnosed fortuitously and characterized by pseudohypertriglyceridemia in otherwise healthy adults.",ENSG00000198814
ITGB6,1,LUNG,"","","","","",Orphanet_100031,0.636498638623653,Hypoplastic amelogenesis imperfecta: NA,ENSG00000115221
ITGB6,1,LUNG,"","","","","",Orphanet_100032,0.636498638623653,Hypocalcified amelogenesis imperfecta: Any amelogenesis imperfecta in which the cause of the disease is a mutation in the FAM83H gene.,ENSG00000115221
PTPRC,1,SPLEEN,"","","","","",Orphanet_169157,0.636498638623653,T-B+ severe combined immunodeficiency due to CD45 deficiency: NA,ENSG00000081237
B9D1,1,LUNG,"","","","","",Orphanet_564,0.635492719844979,"Meckel syndrome: A rare, lethal, genetic, multiple congenital anomaly disorder characterized by the triad of brain malformation mainly occipital encephalocele, large polycystic kidneys, and polydactyly as well as associated abnormalities that may include cleft lip/palate, cardiac and genital anomalies, central nervous system (CNS) malformations, liver fibrosis, and bone dysplasia.",ENSG00000108641
KMT2E,1,SPLEEN,"","","","","",HP_0001249,0.635380773631088,"Intellectual disability: Subnormal intellectual functioning which originates during the developmental period. Intellectual disability, previously referred to as mental retardation, has been defined as an IQ score below 70.",ENSG00000005483
RASGRP1,1,SPLEEN,"","","","","",MONDO_0021094,0.635148542377247,"immunodeficiency disease: Disease in which there is a deficiency or defect in the mechanisms of immunity, either cellular or humoral.",ENSG00000172575
PADI4,1,ADRNL,"","","","","",EFO_0000685,0.634990345635702,"rheumatoid arthritis: A chronic systemic disease, primarily of the joints, marked by inflammatory changes in the synovial membranes and articular structures, widespread fibrinoid degeneration of the collagen fibers in mesenchymal tissues, and by atrophy and rarefaction of bony structures. Etiology is unknown, but autoimmune mechanisms have been implicated.",ENSG00000159339
NPC1L1,1,COLON,"","","","","",EFO_0004574,0.63496911231879,"total cholesterol measurement: A total cholesterol measurement is the quantification of cholesterol in blood, total cholesterol is defined as the sum of HDL, LDL, and VLDL.",ENSG00000015520
HS6ST1,1,HEART,"","","","","",Orphanet_432,0.633480403143728,Normosmic congenital hypogonadotropic hypogonadism: NA,ENSG00000136720
ATP13A2,1,LUNG,"","","","","",Orphanet_411602,0.633316145430535,"Hereditary late-onset Parkinson disease: Hereditary late-onset Parkinson disease (LOPD) is a form of Parkinson disease (PD), characterized by an age of onset of more than 50 years, tremor at rest, gait complaints and falls, bradykinesia, rigidity and painful cramps. Patients usually present a low risk of developing non motor symptoms, dystonia, dyskinesia and levodopa-induced dyskinesia (LID).",ENSG00000159363
RPS27,1,KIDNEY,"","","","","",Orphanet_124,0.632798515479201,Blackfan-Diamond anemia: A congenital aregenerative and often macrocytic anemia with erythroblastopenia.,ENSG00000177954
CREBBP,1,SPLEEN,"","","","","",EFO_0000403,0.632662766792985,"diffuse large B-cell lymphoma: Diffuse large B-cell lymphoma is the most common subtype of non-Hodgkin lymphoma (NHL) in adults characterized by a median age of presentation in the sixth decade of life (but also rarely occurring in adolescents and children) with the initial presentation being single or multiple rapidly growing masses (that may or may not be painful) in nodal or extranodal sites (such as thyroid, skin, breast, gastrointestinal tract, testes, bone, or brain) and that can be accompanied by symptoms of fever, night sweats and weight loss. DLBCL has an aggressive disease course, with the elderly having a poorer prognosis than younger patients, and with relapses being common.",ENSG00000005339
TPM4,1,ADRNL,"","","","","",EFO_0004584,0.632452838445481,mean platelet volume: A measurement of mean platelet volume is a machine-calculated measurement of the average size of platelets found in blood,ENSG00000167460
MYPN,1,HEART,"","","","","",Orphanet_607,0.63234133066964,"Nemaline myopathy: Nemaline myopathy (NM) encompasses a large spectrum of congenital myopathies characterized by hypotonia, weakness and depressed or absent deep tendon reflexes, with pathologic evidence of nemaline bodies (rods) on muscle biopsy.",ENSG00000138347
NPC1L1,1,COLON,"","","","","",Orphanet_309005,0.632247849210115,"Disorder of lipid metabolism: An inherited metabolic disorder caused by an enzyme deficiency, resulting in an inability to oxidize fatty acids for energy production.",ENSG00000015520
VEGFA,1,HEART,"","","","","",EFO_0009321,0.631087176175946,"diabetic macular edema: Characterized by build-up of fluid in and beneath the macula, affecting detailed central vision",ENSG00000112715
EPRS1,1,ADRNL,"","","","","",MONDO_0054782,0.631049391553809,"leukodystrophy, hypomyelinating, 15: NA",ENSG00000136628
LTBP3,1,ADRNL,"","","","","",Orphanet_2623,0.630747565440476,"Geleophysic dysplasia: Geleophysic dysplasia is a rare skeletal dysplasia characterized by short stature, prominent abnormalities in hands and feet, and a characteristic facial appearance (described as ""happy'').",ENSG00000168056
PAPPA2,1,KIDNEY,"","","","","",EFO_0009805,0.629652160063905,"whole body water mass: The weight of an individual's body water, i.e. the water content of a body that is contained in the tissues, the blood, the bones and elsewhere. The percentages of body water contained in various fluid compartments add up to total body water (TBW).",ENSG00000116183
TBC1D23,1,LIVER,"","","","","",Orphanet_2254,0.628789288807866,"Pontocerebellar hypoplasia type 1: Pontocerebellar hypoplasia type 1 (PCH1), also known as Norman's disease, is a clinically and genetically heterogeneous group of autosomal recessive disorders with a prenatal onset characterized by diffuse muscular atrophy secondary to pontocerebellar hypoplasia and spinal cord anterior horn cell degeneration resulting in early death.",ENSG00000036054
C5,1,LUNG,"","","","","",Orphanet_314,0.627946881393061,Erythroderma desquamativum: NA,ENSG00000106804
GMPR,1,ADRNL,"","","","","",EFO_0004528,0.627352275907643,mean corpuscular hemoglobin concentration: The mean corpuscular hemoglobin concentration is a measure of the concentration of hemoglobin in a given volume of packed red blood cell,ENSG00000137198
ABCG2,1,KIDNEY,"","","","","",EFO_0004274,0.6270355115347,"gout: A condition characterized by painful swelling of the joints, which is caused by deposition of urate crystals.",ENSG00000118777
FLT3,1,SMLINT,"","","","","",EFO_0000311,0.626799973645187,"cancer: A tumor composed of atypical neoplastic, often pleomorphic cells that invade other tissues. Malignant neoplasms often metastasize to distant anatomic sites and may recur after excision. The most common malignant neoplasms are carcinomas (adenocarcinomas or squamous cell carcinomas), Hodgkin and non-Hodgkin lymphomas, leukemias, melanomas, and sarcomas.",ENSG00000122025
BRCA2,1,ADRNL,"","","","","",EFO_0000616,0.625915719008539,"neoplasm: A benign or malignant tissue growth resulting from uncontrolled cell proliferation. Benign neoplastic cells resemble normal cells without exhibiting significant cytologic atypia, while malignant cells exhibit overt signs such as dysplastic features, atypical mitotic figures, necrosis, nuclear pleomorphism, and anaplasia. Representative examples of benign neoplasms include papillomas, cystadenomas, and lipomas; malignant neoplasms include carcinomas, sarcomas, lymphomas, and leukemias.",ENSG00000139618
CXCR4,1,ADRNL,"","","","","",EFO_0005091,0.62583993535907,monocyte count: quantification of monocytes in the blood,ENSG00000121966
PTPRC,1,SPLEEN,"","","","","",Orphanet_35078,0.62576188799336,"T-B+ severe combined immunodeficiency due to JAK3 deficiency: Severe combined immunodeficiency (SCID) T-B+ due to JAK3 deficiency is a form of SCID (see this term) characterized by severe and recurrent infections, associated with diarrhea and failure to thrive.",ENSG00000081237
C6,1,LUNG,"","","","","",Orphanet_101992,0.625430769537793,Immunodeficiency due to a complement cascade protein anomaly: NA,ENSG00000039537
FLT4,1,LUNG,"","","","","",EFO_0002892,0.62526833600607,"thyroid carcinoma: A carcinoma arising from the thyroid gland. It is usually an adenocarcinoma and includes the following main subtypes: follicular, papillary, medullary, poorly differentiated, and anaplastic.",ENSG00000037280
CFH,1,COLON,"","","","","",EFO_1001155,0.624811429915179,retinal drusen: Colloid or hyaline bodies lying beneath the retinal pigment epithelium. They may occur either secondary to changes in the choroid that affect the pigment epithelium or as an autosomal dominant disorder of the retinal pigment epithelium.,ENSG00000000971
COLEC11,1,ADRNL,"","","","","",Orphanet_293843,0.624700828373551,Craniofacial-ulnar-renal syndrome: NA,ENSG00000118004
COL4A1,1,HEART,"","","","","",EFO_0005669,0.624383341894674,intracerebral hemorrhage: stroke subtype classified by the rupture of blood vessels in the lobar or nonlobar regions of the brain,ENSG00000187498
NBN,1,SPLEEN,"","","","","",EFO_0000220,0.624343950772071,"acute lymphoblastic leukemia: Leukemia with an acute onset, characterized by the presence of lymphoblasts in the bone marrow and the peripheral blood. It includes the acute B lymphoblastic leukemia and acute T lymphoblastic leukemia.",ENSG00000104320
IL33,1,SPLEEN,"","","","","",EFO_0004842,0.623254377881611,"eosinophil count: The number of granulocytes (polymorphonuclear leukocytes) in a specified volume of blood, usually 1 cubic millimeter.",ENSG00000137033
LMBR1,1,ADRNL,"","","","","",Orphanet_988,0.623243862457528,"Absent tibia - polydactyly: Tibial hemimelia-polysyndactyly-triphalangeal thumb syndrome is a rare, genetic dysostosis syndrome, with marked inter- and intra-familial variation, typically characterized by triphalangeal thumbs, hand and/or foot polysyndactyly and/or absent/hypoplastic tibiae (associated with duplication of fibulae in some cases), although isolated triphalangeal thumbs have also been reported. It is often accompanied with remarkable short stature and additional features may include radio-ulnar synostosis and hand oligodactyly, as well as abnormal carpal and metatarsal bones.",ENSG00000105983
KMT2C,1,SPLEEN,"","","","","",EFO_0000673,0.623225993511822,prostate adenocarcinoma: A carcinoma that arises from glandular epithelial cells of the prostate gland,ENSG00000055609
LMBR1,1,ADRNL,"","","","","",MONDO_0008572,0.62303771902747,"tibia, hypoplasia or aplasia of, with polydactyly: NA",ENSG00000105983
PAK1,1,LUNG,"","","","","",EFO_0010259,0.622957044166761,"intellectual developmental disorder with macrocephaly, seizures, and speech delay: A neurodevelopmental disorder characterized by impaired intellectual development, poor speech, postnatal macrocephaly, and seizures.",ENSG00000149269
AGT,1,LIVER,"","","","","",EFO_0000537,0.622468650636524,"hypertension: Persistently high systemic arterial BLOOD PRESSURE. Based on multiple readings (BLOOD PRESSURE DETERMINATION), hypertension is currently defined as when SYSTOLIC PRESSURE is consistently greater than 140 mm Hg or when DIASTOLIC PRESSURE is consistently 90 mm Hg or more.",ENSG00000135744
FLT3,1,SMLINT,"","","","","",EFO_0007989,0.621224905720524,"monocyte percentage of leukocytes: A calculated measurement in which the number of monocytes in a specified sample of blood is divided by the total number of white blood cells in the sample, and the result presented as a ratio, fraction, quotient or percentage. ",ENSG00000122025
SMC1A,1,COLON,"","","","","",Orphanet_1934,0.621053026559322,"Early infantile epileptic encephalopathy: Early infantile epileptic encephalopathy (EIEE), or Ohtahara syndrome, is one of the most severe forms of age-related epileptic encephalopathies, characterized by the onset of tonic spasms within the first 3 months of life that can be generalized or lateralized, independent of the sleep cycle and that can occur hundreds of times per day, leading to psychomotor impairment and death.",ENSG00000072501
SCARB1,1,SPLEEN,"","","","","",EFO_0004732,0.620917702393325,lipoprotein measurement: Is the quantification of some lipoprotein,ENSG00000073060
ADAMTS17,1,LUNG,"","","","","",EFO_0004312,0.620082766584149,vital capacity: The volume of air that is exhaled by a maximal expiration following a maximal inspiration.,ENSG00000140470
DGAT1,1,ADRNL,"","","","","",HP_0002014,0.620028006762752,Diarrhea: Abnormally increased frequency of loose or watery bowel movements.,ENSG00000185000
APOC2,1,KIDNEY,"","","","","",MONDO_0018637,0.619663079432566,familial chylomicronemia syndrome: NA,ENSG00000234906
KDR,1,HEART,"","","","","",EFO_0000681,0.619622624291606,renal cell carcinoma: A carcinoma that arises from glandular epithelial cells of the kidney,ENSG00000128052
DOCK8,1,SPLEEN,"","","","","",EFO_0004584,0.618889634354567,mean platelet volume: A measurement of mean platelet volume is a machine-calculated measurement of the average size of platelets found in blood,ENSG00000107099
GREM2,1,SPLEEN,"","","","","",EFO_0005410,0.618704395231292,tooth agenesis: Failure of some or all of an individual's teeth to develop.It occurs most often in the third molar (wisdom tooth).,ENSG00000180875
ADRA1B,1,HEART,"","","","","",EFO_0000537,0.618703179871525,"hypertension: Persistently high systemic arterial BLOOD PRESSURE. Based on multiple readings (BLOOD PRESSURE DETERMINATION), hypertension is currently defined as when SYSTOLIC PRESSURE is consistently greater than 140 mm Hg or when DIASTOLIC PRESSURE is consistently 90 mm Hg or more.",ENSG00000170214
PEX26,1,SPLEEN,"","","","","",Orphanet_44,0.618606867214084,"Neonatal adrenoleukodystrophy: Neonatal adrenoleukodystrophy (NALD) is the variant of intermediate severity of the PBD-Zellweger syndrome spectrum (PBD-ZSS; see this term), charcterized by hypotonia, leukodystrophy, and vision and sensorineural hearing deficiencies. Phenotypic overlap is seen between NALD and infantile Refsum disease (IRD) (see this term).",ENSG00000215193
ZMPSTE24,1,ADRNL,"","","","","",Orphanet_2457,0.618601790865145,"Mandibuloacral dysplasia: Mandibuloacral dysplasia (MAD) is a rare genetic bone disorder characterized by growth delay, postnatal development of craniofacial anomalies including mandibular hypoplasia, progressive acral osteolysis, mottled or patchy pigmentation, skin atrophy, and partial or generalized lipodystrophy.",ENSG00000084073
CAPN1,1,ADRNL,"","","","","",Orphanet_100981,0.618532951243147,Autosomal recessive complex spastic paraplegia: Autosomal recessive form of complex hereditary spastic paraplegia.,ENSG00000014216
NOL3,1,HEART,"","","","","",Orphanet_319189,0.618299294646129,"Familial cortical myoclonus: A rare, genetic movement disorder characterized by autosomal dominant, adult-onset, slowly progressive, multifocal, cortical myoclonus. Patients present somatosensory-evoked, brief, jerky, involuntary movements in the face, arms and legs, associated in most of cases with sustained, multiple, sudden falls without loss of consciousness. Seizures or other neurological deficits, aside from mild cerebellar ataxia late in the course of the illness, are absent.",ENSG00000140939
WDFY3,1,KIDNEY,"","","","","",Orphanet_2514,0.618274382348321,Autosomal dominant microcephaly: Autosomal dominant form of microcephaly (disease).,ENSG00000163625
POMP,1,SPLEEN,"","","","","",MONDO_0054700,0.618070976424791,proteasome-associated autoinflammatory syndrome 2: NA,ENSG00000132963
SVEP1,1,HEART,"","","","","",EFO_0004584,0.617785029059638,mean platelet volume: A measurement of mean platelet volume is a machine-calculated measurement of the average size of platelets found in blood,ENSG00000165124
KDR,1,HEART,"","","","","",EFO_0000503,0.617681876149076,gastric adenocarcinoma: A carcinoma that arises from glandular epithelial cells of the stomach,ENSG00000128052
EMD,1,COLON,"","","","","",Orphanet_261,0.617674882163885,"Emery-Dreifuss muscular dystrophy: Emery-Dreifuss muscular dystrophy (EDMD) is characterized by muscular weakness and atrophy, with early joint contractures and cardiomyopathy.",ENSG00000102119
SCNN1B,1,LUNG,"","","","","",MONDO_0020854,0.617167689858323,Liddle syndrome 2: Any Liddle syndrome in which the cause of the disease is a mutation in the SCNN1G gene.,ENSG00000168447
ABCC9,1,HEART,"","","","","",Orphanet_217607,0.61704268353899,"Familial dilated cardiomyopathy: A a genetic form of heart disease that occurs when heart (cardiac) muscle becomes thin and weakened in at least one chamber of the heart, causing the open area of the chamber to become enlarged (dilated). As a result, the heart is unable to pump blood as efficiently as usual. To compensate, the heart attempts to increase the amount of blood being pumped through the heart, leading to further thinning and weakening of the cardiac muscle. Over time, this condition results in heart failure.",ENSG00000069431
PTPRH,1,HEART,"","","","","",EFO_0007985,0.616783532276869,"platelet crit: The proportion of blood volume that is occupied by platelets, expressed as a percentage. ",ENSG00000080031
CDK19,1,COLON,"","","","","",MONDO_0030059,0.616542206422714,"developmental and epileptic encephalopathy, 87: NA",ENSG00000155111
PIK3R1,1,COLON,"","","","","",EFO_0000311,0.616078823181634,"cancer: A tumor composed of atypical neoplastic, often pleomorphic cells that invade other tissues. Malignant neoplasms often metastasize to distant anatomic sites and may recur after excision. The most common malignant neoplasms are carcinomas (adenocarcinomas or squamous cell carcinomas), Hodgkin and non-Hodgkin lymphomas, leukemias, melanomas, and sarcomas.",ENSG00000145675
CD80,1,LUNG,"","","","","",EFO_0000685,0.615369917837371,"rheumatoid arthritis: A chronic systemic disease, primarily of the joints, marked by inflammatory changes in the synovial membranes and articular structures, widespread fibrinoid degeneration of the collagen fibers in mesenchymal tissues, and by atrophy and rarefaction of bony structures. Etiology is unknown, but autoimmune mechanisms have been implicated.",ENSG00000121594
VWF,1,LUNG,"","","","","",EFO_0000311,0.614961987473295,"cancer: A tumor composed of atypical neoplastic, often pleomorphic cells that invade other tissues. Malignant neoplasms often metastasize to distant anatomic sites and may recur after excision. The most common malignant neoplasms are carcinomas (adenocarcinomas or squamous cell carcinomas), Hodgkin and non-Hodgkin lymphomas, leukemias, melanomas, and sarcomas.",ENSG00000110799
PTPRH,1,HEART,"","","","","",EFO_0004309,0.613777576584122,platelet count: The number of PLATELETS per unit volume in a sample of venous BLOOD.,ENSG00000080031
DSP,1,HEART,"","","","","",EFO_0000318,0.613210132798974,"cardiomyopathy: A disease of the heart muscle or myocardium proper. Cardiomyopathies may be classified as either primary or secondary, on the basis of etiology, or on the pathophysiology of the lesion: hypertrophic, dilated, or restrictive.",ENSG00000096696
SORD,1,COLON,"","","","","",MONDO_0030055,0.612229048194004,sorbitol dehydrogenase deficiency with peripheral neuropathy: NA,ENSG00000140263
XDH,1,LUNG,"","","","","",EFO_0004274,0.611946076719238,"gout: A condition characterized by painful swelling of the joints, which is caused by deposition of urate crystals.",ENSG00000158125
PDE5A,1,ADRNL,"","","","","",EFO_0004234,0.611805113402808,erectile dysfunction: Persistent or recurrent inability to achieve or to maintain an erection during sexual activity.,ENSG00000138735
JAK1,1,HEART,"","","","","",EFO_0000685,0.611634281124249,"rheumatoid arthritis: A chronic systemic disease, primarily of the joints, marked by inflammatory changes in the synovial membranes and articular structures, widespread fibrinoid degeneration of the collagen fibers in mesenchymal tissues, and by atrophy and rarefaction of bony structures. Etiology is unknown, but autoimmune mechanisms have been implicated.",ENSG00000162434
BRCA2,1,ADRNL,"","","","","",MONDO_0003193,0.611222762988932,bile duct adenocarcinoma: A carcinoma that arises from glandular epithelial cells of the bile duct,ENSG00000139618
ZNF423,1,HEART,"","","","","",Orphanet_2318,0.611117618114998,Joubert syndrome with oculorenal defect: Joubert syndrome with oculorenal defect is a rare subtype of Joubert syndrome and related disorders (JSRD) characterized by the neurological features of JS associated with both renal and ocular disease.,ENSG00000102935
KIF5A,1,HEART,"","","","","",Orphanet_685,0.611105962824673,Hereditary spastic paraplegia: Hereditary spastic paraplegias (HSP) comprise a genetically and clinically heterogeneous group of neurodegenerative disorders characterized by progressive spasticity and hyperreflexia of the lower limbs.,ENSG00000155980
JAK3,1,SPLEEN,"","","","","",EFO_0000685,0.610294919382017,"rheumatoid arthritis: A chronic systemic disease, primarily of the joints, marked by inflammatory changes in the synovial membranes and articular structures, widespread fibrinoid degeneration of the collagen fibers in mesenchymal tissues, and by atrophy and rarefaction of bony structures. Etiology is unknown, but autoimmune mechanisms have been implicated.",ENSG00000105639
DPEP1,1,COLON,"","","","","",EFO_0000544,0.610260025515247,"infection: The state of being infected such as from the introduction of a foreign agent such as serum, vaccine, antigenic substance or organism.",ENSG00000015413
DCXR,1,COLON,"","","","","",Orphanet_2843,0.610258160957827,Pentosuria: Pentosuria is an inborn error of metabolism which is characterized by the excretion of 1 to 4 g of the pentose L-xylulose in the urine per day.,ENSG00000169738
LSS,1,ADRNL,"","","","","",Orphanet_98994,0.609870923398974,Total congenital cataract: NA,ENSG00000160285
ADAMTS17,1,LUNG,"","","","","",Orphanet_3449,0.609757685800917,"Weill-Marchesani syndrome: Weill-Marchesani syndrome (WMS) is a rare condition characterized by short stature, brachydactyly, joint stiffness, and characteristic eye abnormalities including microspherophakia, ectopia of the lens, severe myopia, and glaucoma.",ENSG00000140470
LCK,1,SPLEEN,"","","","","",EFO_0000220,0.609568625044228,"acute lymphoblastic leukemia: Leukemia with an acute onset, characterized by the presence of lymphoblasts in the bone marrow and the peripheral blood. It includes the acute B lymphoblastic leukemia and acute T lymphoblastic leukemia.",ENSG00000182866
PPP2R1A,1,HEART,"","","","","",EFO_0003847,0.609549949098469,"mental retardation: Subnormal intellectual functioning which originates during the developmental period. This has multiple potential etiologies, including genetic defects and perinatal insults. Intelligence quotient (IQ) scores are commonly used to determine whether an individual is mentally retarded. IQ scores between 70 and 79 are in the borderline mentally retarded range. Scores below 67 are in the retarded range. (Joynt, Clinical Neurology, 1992, Ch55, p28)",ENSG00000105568
GPR68,1,SMLINT,"","","","","",Orphanet_100033,0.609293454876029,Hypomaturation amelogenesis imperfecta: NA,ENSG00000119714
FLT4,1,LUNG,"","","","","",EFO_0000616,0.608873639099042,"neoplasm: A benign or malignant tissue growth resulting from uncontrolled cell proliferation. Benign neoplastic cells resemble normal cells without exhibiting significant cytologic atypia, while malignant cells exhibit overt signs such as dysplastic features, atypical mitotic figures, necrosis, nuclear pleomorphism, and anaplasia. Representative examples of benign neoplasms include papillomas, cystadenomas, and lipomas; malignant neoplasms include carcinomas, sarcomas, lymphomas, and leukemias.",ENSG00000037280
PPP2R1A,1,HEART,"","","","","",HP_0001249,0.608574827380809,"Intellectual disability: Subnormal intellectual functioning which originates during the developmental period. Intellectual disability, previously referred to as mental retardation, has been defined as an IQ score below 70.",ENSG00000105568
ADRA1B,1,HEART,"","","","","",EFO_0000284,0.608562211251821,benign prostatic hyperplasia: A disease caused by hyperplastic process of non-transformed prostatic cells.,ENSG00000170214
CNR1,1,COLON,"","","","","",EFO_0001073,0.608522446540372,obesity: A disorder involving an excessive amount of body fat.,ENSG00000118432
PDE5A,1,ADRNL,"","","","","",EFO_0001361,0.607863387773793,"pulmonary arterial hypertension: Pulmonary arterial hypertension (PAH) is a group of diseases characterized by elevated pulmonary arterial resistance leading to right heart failure. PAH is progressive and potentially fatal. PAH may be idiopathic and/ or familial, or induced by drug or toxin (drug-or toxin-induced PAH) or associated with other diseases like congenital heart disease, connective tissue disease, HIV, schistosomiasis, portal hypertension (PAH associated with other disease).",ENSG00000138735
DSP,1,HEART,"","","","","",Orphanet_217656,0.607857019355516,"Familial isolated arrhythmogenic right ventricular dysplasia: Familial isolated arrhythmogenic right ventricular dysplasia (ARVC) is the familial autosomal dominant form of ARVC, a heart muscle disease characterized by life-threatening ventricular arrhythmias with left bundle branch block configuration that may manifest with palpitations, ventricular tachycardia, syncope and sudden fatal attacks, and that is due to dystrophy and fibro-fatty replacement of the right ventricular myocardium that may lead to right ventricular aneurysms.",ENSG00000096696
GRIN2D,1,HIPPOC,"","","","","",MONDO_0005180,0.607128501133411,"Parkinson disease: A progressive degenerative disorder of the central nervous system characterized by loss of dopamine producing neurons in the substantia nigra and the presence of Lewy bodies in the substantia nigra and locus coeruleus. Signs and symptoms include tremor which is most pronounced during rest, muscle rigidity, slowing of the voluntary movements, a tendency to fall back, and a mask-like facial expression.",ENSG00000105464
PDE4B,1,SPLEEN,"","","","","",MONDO_0004979,0.607071796587196,"asthma: A bronchial disease that is characterized by chronic inflammation and narrowing of the airways, which is caused by a combination of environmental and genetic factors resulting in recurring periods of wheezing (a whistling sound while breathing), chest tightness, shortness of breath, mucus production and coughing. The symptoms appear due to a variety of triggers such as allergens, irritants, respiratory infections, weather changes, exercise, stress, reflux disease, medications, foods and emotional anxiety.",ENSG00000184588
ADRA1B,1,HEART,"","","","","",HP_0001742,0.60704714722807,Nasal congestion: Reduced ability to pass air through the nasal cavity often leading to mouth breathing.,ENSG00000170214
SCN7A,1,LUNG,"","","","","",EFO_0000474,0.607043084946401,"epilepsy: A disorder characterized by recurrent episodes of paroxysmal brain dysfunction due to a sudden, disorderly, and excessive neuronal discharge. Epilepsy classification systems are generally based upon: (1) clinical features of the seizure episodes (e.g., motor seizure), (2) etiology (e.g., post-traumatic), (3) anatomic site of seizure origin (e.g., frontal lobe seizure), (4) tendency to spread to other structures in the brain, and (5) temporal patterns (e.g., nocturnal epilepsy) (MeSH).",ENSG00000136546
SCN1A,1,HEART,"","","","","",EFO_0003843,0.607027844110385,pain: An unpleasant sensation induced by noxious stimuli which are detected by NERVE ENDINGS of NOCICEPTIVE NEURONS.,ENSG00000144285
SCN7A,1,LUNG,"","","","","",EFO_0003843,0.607027844110385,pain: An unpleasant sensation induced by noxious stimuli which are detected by NERVE ENDINGS of NOCICEPTIVE NEURONS.,ENSG00000136546
GATA2,1,LUNG,"","","","","",Orphanet_319465,0.60698358078425,Inherited acute myeloid leukemia: An instance of acute myeloid leukemia that is caused by an inherited modification of the individual's genome.,ENSG00000179348
