"feature_ID" "human_ensembl_gene"
"114449" "ENSRNOG00000004029" "ENSG00000143217"
"114489" "ENSRNOG00000004040" "ENSG00000141338"
"114593" "ENSRNOG00000004077" "ENSG00000166006"
"114617" "ENSRNOG00000004084" "ENSG00000162981"
"114665" "ENSRNOG00000004094" "ENSG00000160951"
"114721" "ENSRNOG00000004109" "ENSG00000169946"
"114745" "ENSRNOG00000004117" "ENSG00000164794"
"114753" "ENSRNOG00000004118" "ENSG00000169933"
"114761" "ENSRNOG00000004120" "ENSG00000134758"
"114769" "ENSRNOG00000004124" "ENSG00000126010"
"114809" "ENSRNOG00000004133" "ENSG00000165349"
"114881" "ENSRNOG00000004149" "ENSG00000182050"
"114905" "ENSRNOG00000004155" "ENSG00000167100"
"114953" "ENSRNOG00000004165" "ENSG00000184304"
"114977" "ENSRNOG00000004171" "ENSG00000007174"
"114993" "ENSRNOG00000004177" "ENSG00000166866"
"115001" "ENSRNOG00000004179" "ENSG00000133636"
"115009" "ENSRNOG00000004180" "ENSG00000198673"
"115073" "ENSRNOG00000004198" "ENSG00000168952"
"115081" "ENSRNOG00000004200" "ENSG00000147642"
"115089" "ENSRNOG00000004201" "ENSG00000176406"
"115113" "ENSRNOG00000004207" "ENSG00000165521"
"115129" "ENSRNOG00000004210" "ENSG00000143867"
"115177" "ENSRNOG00000004221" "ENSG00000139292"
"115193" "ENSRNOG00000004229" "ENSG00000166863"
"115329" "ENSRNOG00000004269" "ENSG00000186487"
"115361" "ENSRNOG00000004275" "ENSG00000198759"
"115393" "ENSRNOG00000004281" "ENSG00000106078"
"115465" "ENSRNOG00000004294" "ENSG00000139352"
"115489" "ENSRNOG00000004302" "ENSG00000171759"
"115593" "ENSRNOG00000004327" "ENSG00000132437"
"115617" "ENSRNOG00000004332" "ENSG00000146648"
"115689" "ENSRNOG00000004353" "ENSG00000139220"
"115745" "ENSRNOG00000004372" "ENSG00000054803"
"115769" "ENSRNOG00000004378" "ENSG00000154265"
"115793" "ENSRNOG00000004390" "ENSG00000180318"
"115817" "ENSRNOG00000004400" "ENSG00000166148"
"115857" "ENSRNOG00000004410" "ENSG00000007372"
"115969" "ENSRNOG00000004438" "ENSG00000018236"
"116001" "ENSRNOG00000004443" "ENSG00000172296"
"116033" "ENSRNOG00000004456" "ENSG00000162994"
"116049" "ENSRNOG00000004459" "ENSG00000170426"
"116057" "ENSRNOG00000004461" "ENSG00000162076"
"116089" "ENSRNOG00000004473" "ENSG00000109819"
"116105" "ENSRNOG00000004476" "ENSG00000156076"
"116145" "ENSRNOG00000004483" "ENSG00000153233"
"116225" "ENSRNOG00000004499" "ENSG00000181619"
"116241" "ENSRNOG00000004503" "ENSG00000126790"
"116289" "ENSRNOG00000004516" "ENSG00000198542"
"116353" "ENSRNOG00000004527" "ENSG00000111052"
"116361" "ENSRNOG00000004531" "ENSG00000176896"
"116385" "ENSRNOG00000004535" "ENSG00000171126"
"116393" "ENSRNOG00000004537" "ENSG00000143171"
"116417" "ENSRNOG00000004542" "ENSG00000165533"
"116473" "ENSRNOG00000004560" "ENSG00000148408"
"116489" "ENSRNOG00000004566" "ENSG00000198844"
"116513" "ENSRNOG00000004575" "ENSG00000115008"
"116529" "ENSRNOG00000004578" "ENSG00000164932"
"116545" "ENSRNOG00000004585" "ENSG00000179104"
"116561" "ENSRNOG00000004589" "ENSG00000100626"
"116601" "ENSRNOG00000004603" "ENSG00000196935"
"116633" "ENSRNOG00000004610" "ENSG00000139329"
"116649" "ENSRNOG00000004613" "ENSG00000046653"
"116657" "ENSRNOG00000004614" "ENSG00000150556"
"116721" "ENSRNOG00000004641" "ENSG00000132671"
"116809" "ENSRNOG00000004676" "ENSG00000077264"
"116825" "ENSRNOG00000004679" "ENSG00000182263"
"116849" "ENSRNOG00000004682" "ENSG00000185480"
"116873" "ENSRNOG00000004688" "ENSG00000100320"
"116881" "ENSRNOG00000004692" "ENSG00000121410"
"116905" "ENSRNOG00000004697" "ENSG00000164929"
"116921" "ENSRNOG00000004699" "ENSG00000176971"
"116937" "ENSRNOG00000004708" "ENSG00000205002"
"116977" "ENSRNOG00000004713" "ENSG00000153822"
"117017" "ENSRNOG00000004730" "ENSG00000134138"
"117025" "ENSRNOG00000004731" "ENSG00000134343"
"117113" "ENSRNOG00000004752" "ENSG00000102452"
"117129" "ENSRNOG00000004754" "ENSG00000165929"
"117153" "ENSRNOG00000004757" "ENSG00000249992"
"117217" "ENSRNOG00000004774" "ENSG00000151838"
"117257" "ENSRNOG00000004783" "ENSG00000144369"
"117313" "ENSRNOG00000004794" "ENSG00000139970"
"117361" "ENSRNOG00000004812" "ENSG00000137872"
"117433" "ENSRNOG00000004828" "ENSG00000123612"
"117473" "ENSRNOG00000004839" "ENSG00000135454"
"117481" "ENSRNOG00000004841" "ENSG00000151320"
"117497" "ENSRNOG00000004843" "ENSG00000148229"
"117521" "ENSRNOG00000004854" "ENSG00000170961"
"117561" "ENSRNOG00000004863" "ENSG00000066382"
"117577" "ENSRNOG00000004869" "ENSG00000126733"
"117601" "ENSRNOG00000004874" "ENSG00000125848"
"117633" "ENSRNOG00000004890" "ENSG00000155897"
"117657" "ENSRNOG00000004899" "ENSG00000170745"
"117665" "ENSRNOG00000004900" "ENSG00000120088"
"117721" "ENSRNOG00000004917" "ENSG00000075391"
"117729" "ENSRNOG00000004918" "ENSG00000182255"
"117777" "ENSRNOG00000004928" "ENSG00000172554"
"117785" "ENSRNOG00000004932" "ENSG00000091490"
"117801" "ENSRNOG00000004939" "ENSG00000170703"
"117873" "ENSRNOG00000004966" "ENSG00000169507"
"117961" "ENSRNOG00000005003" "ENSG00000155093"
"117977" "ENSRNOG00000005007" "ENSG00000153253"
"117985" "ENSRNOG00000005008" "ENSG00000101280"
"118033" "ENSRNOG00000005018" "ENSG00000136531"
"118073" "ENSRNOG00000005034" "ENSG00000240771"
"118105" "ENSRNOG00000005042" "ENSG00000204764"
"118137" "ENSRNOG00000005049" "ENSG00000136535"
"118161" "ENSRNOG00000005054" "ENSG00000119608"
"118193" "ENSRNOG00000005063" "ENSG00000198513"
"118281" "ENSRNOG00000005094" "ENSG00000163145"
"118337" "ENSRNOG00000005109" "ENSG00000177519"
"118345" "ENSRNOG00000005114" "ENSG00000164841"
"118369" "ENSRNOG00000005124" "ENSG00000152527"
"118409" "ENSRNOG00000005132" "ENSG00000101276"
"118417" "ENSRNOG00000005133" "ENSG00000186868"
"118465" "ENSRNOG00000005148" "ENSG00000215397"
"118481" "ENSRNOG00000005151" "ENSG00000138036"
"118497" "ENSRNOG00000005154" "ENSG00000189292"
"118513" "ENSRNOG00000005159" "ENSG00000147724"
"118529" "ENSRNOG00000005166" "ENSG00000171786"
"118545" "ENSRNOG00000005174" "ENSG00000184986"
"118569" "ENSRNOG00000005180" "ENSG00000170419"
"118593" "ENSRNOG00000005185" "ENSG00000182575"
"118649" "ENSRNOG00000005206" "ENSG00000184156"
"118673" "ENSRNOG00000005215" "ENSG00000102271"
"118689" "ENSRNOG00000005223" "ENSG00000150540"
"118721" "ENSRNOG00000005233" "ENSG00000129295"
"118745" "ENSRNOG00000005246" "ENSG00000087510"
"118785" "ENSRNOG00000005250" "ENSG00000138075"
"118857" "ENSRNOG00000005269" "ENSG00000185739"
"118865" "ENSRNOG00000005270" "ENSG00000139351"
"118905" "ENSRNOG00000005276" "ENSG00000254598"
"118913" "ENSRNOG00000005278" "ENSG00000072657"
"118953" "ENSRNOG00000005286" "ENSG00000100473"
"119041" "ENSRNOG00000005307" "ENSG00000144290"
"119057" "ENSRNOG00000005309" "ENSG00000196876"
"119121" "ENSRNOG00000005335" "ENSG00000144278"
"119129" "ENSRNOG00000005338" "ENSG00000169676"
"119145" "ENSRNOG00000005343" "ENSG00000140009"
"119161" "ENSRNOG00000005345" "ENSG00000163032"
"119177" "ENSRNOG00000005347" "ENSG00000179431"
"119185" "ENSRNOG00000005348" "ENSG00000149090"
"119241" "ENSRNOG00000005359" "ENSG00000178662"
"119257" "ENSRNOG00000005365" "ENSG00000182132"
"119273" "ENSRNOG00000005369" "ENSG00000162989"
"119289" "ENSRNOG00000005371" "ENSG00000119771"
"119305" "ENSRNOG00000005375" "ENSG00000165084"
"119337" "ENSRNOG00000005386" "ENSG00000049130"
"119377" "ENSRNOG00000005391" "ENSG00000046889"
"119433" "ENSRNOG00000005409" "ENSG00000131951"
"119529" "ENSRNOG00000005438" "ENSG00000125851"
"119553" "ENSRNOG00000005451" "ENSG00000105877"
"119561" "ENSRNOG00000005457" "ENSG00000125869"
"119577" "ENSRNOG00000005465" "ENSG00000145936"
"119617" "ENSRNOG00000005479" "ENSG00000110436"
"119657" "ENSRNOG00000005491" "ENSG00000127325"
"119705" "ENSRNOG00000005509" "ENSG00000101349"
"119729" "ENSRNOG00000005515" "ENSG00000141314"
"119737" "ENSRNOG00000005519" "ENSG00000198822"
"119769" "ENSRNOG00000005530" "ENSG00000198208"
"119777" "ENSRNOG00000005533" "ENSG00000188032"
"119785" "ENSRNOG00000005535" "ENSG00000123411"
"119817" "ENSRNOG00000005550" "ENSG00000165379"
"119849" "ENSRNOG00000005561" "ENSG00000078725"
"119873" "ENSRNOG00000005568" "ENSG00000126773"
"119889" "ENSRNOG00000005573" "ENSG00000074527"
"119897" "ENSRNOG00000005574" "ENSG00000134917"
"119961" "ENSRNOG00000005592" "ENSG00000198797"
"119969" "ENSRNOG00000005600" "ENSG00000153234"
"119993" "ENSRNOG00000005608" "ENSG00000197905"
"120001" "ENSRNOG00000005609" "ENSG00000162992"
"120049" "ENSRNOG00000005619" "ENSG00000141854"
"120065" "ENSRNOG00000005621" "ENSG00000172986"
"120105" "ENSRNOG00000005634" "ENSG00000174482"
"120113" "ENSRNOG00000005639" "ENSG00000169083"
"120145" "ENSRNOG00000005652" "ENSG00000144619"
"120161" "ENSRNOG00000005662" "ENSG00000196277"
"120177" "ENSRNOG00000005669" "ENSG00000178538"
"120185" "ENSRNOG00000005673" "ENSG00000079102"
"120201" "ENSRNOG00000005679" "ENSG00000078098"
"120225" "ENSRNOG00000005690" "ENSG00000071282"
"120233" "ENSRNOG00000005691" "ENSG00000105982"
"120249" "ENSRNOG00000005697" "ENSG00000132164"
"120297" "ENSRNOG00000005708" "ENSG00000156103"
"120313" "ENSRNOG00000005711" "ENSG00000153707"
"120345" "ENSRNOG00000005723" "ENSG00000198785"
"120361" "ENSRNOG00000005726" "ENSG00000186472"
"120377" "ENSRNOG00000005729" "ENSG00000187867"
"120465" "ENSRNOG00000005767" "ENSG00000078246"
"120473" "ENSRNOG00000005770" "ENSG00000171243"
"120505" "ENSRNOG00000005781" "ENSG00000002745"
"120569" "ENSRNOG00000005806" "ENSG00000180914"
"120617" "ENSRNOG00000005818" "ENSG00000164659"
"120649" "ENSRNOG00000005830" "ENSG00000163377"
"120681" "ENSRNOG00000005850" "ENSG00000104381"
"120689" "ENSRNOG00000005853" "ENSG00000115353"
"120713" "ENSRNOG00000005857" "ENSG00000179796"
"120729" "ENSRNOG00000005868" "ENSG00000123607"
"120769" "ENSRNOG00000005882" "ENSG00000196781"
"120777" "ENSRNOG00000005883" "ENSG00000163491"
"120881" "ENSRNOG00000005917" "ENSG00000177425"
"120969" "ENSRNOG00000005934" "ENSG00000146147"
"120985" "ENSRNOG00000005943" "ENSG00000164651"
"120993" "ENSRNOG00000005953" "ENSG00000171811"
"121001" "ENSRNOG00000005955" "ENSG00000077616"
"121009" "ENSRNOG00000005956" "ENSG00000177459"
"121033" "ENSRNOG00000005960" "ENSG00000110002"
"121105" "ENSRNOG00000005985" "ENSG00000156113"
"121145" "ENSRNOG00000005996" "ENSG00000106852"
"121185" "ENSRNOG00000006003" "ENSG00000066032"
"121201" "ENSRNOG00000006010" "ENSG00000163817"
"121241" "ENSRNOG00000006030" "ENSG00000106278"
"121265" "ENSRNOG00000006037" "ENSG00000132639"
"121273" "ENSRNOG00000006046" "ENSG00000143869"
"121313" "ENSRNOG00000006060" "ENSG00000132561"
"121361" "ENSRNOG00000006075" "ENSG00000149557"
"121369" "ENSRNOG00000006076" "ENSG00000157214"
"121393" "ENSRNOG00000006086" "ENSG00000180155"
"121409" "ENSRNOG00000006093" "ENSG00000162951"
"121425" "ENSRNOG00000006096" "ENSG00000147606"
"121457" "ENSRNOG00000006110" "ENSG00000104369"
"121465" "ENSRNOG00000006114" "ENSG00000105792"
"121489" "ENSRNOG00000006120" "ENSG00000164690"
"121561" "ENSRNOG00000006144" "ENSG00000113805"
"121569" "ENSRNOG00000006146" "ENSG00000138100"
"121601" "ENSRNOG00000006174" "ENSG00000152208"
"121657" "ENSRNOG00000006199" "ENSG00000214960"
"121665" "ENSRNOG00000006200" "ENSG00000147488"
"121673" "ENSRNOG00000006204" "ENSG00000115194"
"121713" "ENSRNOG00000006224" "ENSG00000124743"
"121721" "ENSRNOG00000006226" "ENSG00000166862"
"121753" "ENSRNOG00000006235" "ENSG00000184613"
"121769" "ENSRNOG00000006237" "ENSG00000170075"
"121817" "ENSRNOG00000006255" "ENSG00000172548"
"121849" "ENSRNOG00000006278" "ENSG00000180543"
"121905" "ENSRNOG00000006320" "ENSG00000148344"
"122017" "ENSRNOG00000006350" "ENSG00000104953"
"122041" "ENSRNOG00000006356" "ENSG00000177994"
"122049" "ENSRNOG00000006357" "ENSG00000118473"
"122073" "ENSRNOG00000006367" "ENSG00000256870"
"122081" "ENSRNOG00000006368" "ENSG00000173114"
"122177" "ENSRNOG00000006397" "ENSG00000184984"
"122249" "ENSRNOG00000006426" "ENSG00000067715"
"122297" "ENSRNOG00000006450" "ENSG00000141736"
"122337" "ENSRNOG00000006470" "ENSG00000008118"
"122345" "ENSRNOG00000006471" "ENSG00000100362"
"122417" "ENSRNOG00000006503" "ENSG00000172159"
"122497" "ENSRNOG00000006527" "ENSG00000157103"
"122577" "ENSRNOG00000006553" "ENSG00000173068"
"122609" "ENSRNOG00000006565" "ENSG00000053108"
"122617" "ENSRNOG00000006569" "ENSG00000105855"
"122641" "ENSRNOG00000006578" "ENSG00000155087"
"122673" "ENSRNOG00000006588" "ENSG00000106511"
"122689" "ENSRNOG00000006591" "ENSG00000196990"
"122705" "ENSRNOG00000006595" "ENSG00000166736"
"122801" "ENSRNOG00000006631" "ENSG00000170381"
"122825" "ENSRNOG00000006639" "ENSG00000169432"
"122833" "ENSRNOG00000006641" "ENSG00000123454"
"122857" "ENSRNOG00000006645" "ENSG00000198838"
"122913" "ENSRNOG00000006670" "ENSG00000131831"
"123033" "ENSRNOG00000006719" "ENSG00000157657"
"123057" "ENSRNOG00000006723" "ENSG00000137809"
"123065" "ENSRNOG00000006726" "ENSG00000175395"
"123193" "ENSRNOG00000006761" "ENSG00000107295"
"123337" "ENSRNOG00000006802" "ENSG00000175928"
"123409" "ENSRNOG00000006831" "ENSG00000082175"
"123441" "ENSRNOG00000006841" "ENSG00000151572"
"123457" "ENSRNOG00000006846" "ENSG00000164778"
"123465" "ENSRNOG00000006850" "ENSG00000125850"
"123473" "ENSRNOG00000006853" "ENSG00000107105"
"123481" "ENSRNOG00000006857" "ENSG00000173376"
"123521" "ENSRNOG00000006867" "ENSG00000006468"
"123553" "ENSRNOG00000006873" "ENSG00000213918"
"123561" "ENSRNOG00000006876" "ENSG00000163132"
"123577" "ENSRNOG00000006885" "ENSG00000185610"
"123625" "ENSRNOG00000006899" "ENSG00000186471"
"123649" "ENSRNOG00000006908" "ENSG00000184486"
"123681" "ENSRNOG00000006919" "ENSG00000177182"
"123817" "ENSRNOG00000006956" "ENSG00000178031"
"123825" "ENSRNOG00000006957" "ENSG00000152578"
"123841" "ENSRNOG00000006962" "ENSG00000165752"
"123881" "ENSRNOG00000006970" "ENSG00000162068"
"123929" "ENSRNOG00000006979" "ENSG00000121905"
"124017" "ENSRNOG00000006999" "ENSG00000152763"
"124025" "ENSRNOG00000007000" "ENSG00000083307"
"124033" "ENSRNOG00000007002" "ENSG00000128342"
"124041" "ENSRNOG00000007003" "ENSG00000167077"
"124065" "ENSRNOG00000007014" "ENSG00000149970"
"124113" "ENSRNOG00000007030" "ENSG00000135333"
"124137" "ENSRNOG00000007033" "ENSG00000184985"
"124161" "ENSRNOG00000007038" "ENSG00000149972"
"124257" "ENSRNOG00000007057" "ENSG00000121904"
"124273" "ENSRNOG00000007061" "ENSG00000214694"
"124297" "ENSRNOG00000007066" "ENSG00000157219"
"124321" "ENSRNOG00000007078" "ENSG00000104415"
"124337" "ENSRNOG00000007084" "ENSG00000173838"
"124361" "ENSRNOG00000007090" "ENSG00000151067"
"124473" "ENSRNOG00000007118" "ENSG00000115363"
"124561" "ENSRNOG00000007139" "ENSG00000137561"
"124577" "ENSRNOG00000007142" "ENSG00000109956"
"124585" "ENSRNOG00000007147" "ENSG00000036530"
"124689" "ENSRNOG00000007202" "ENSG00000153993"
"124705" "ENSRNOG00000007206" "ENSG00000163689"
"124809" "ENSRNOG00000007250" "ENSG00000100625"
"124833" "ENSRNOG00000007256" "ENSG00000123119"
"124841" "ENSRNOG00000007258" "ENSG00000164764"
"124857" "ENSRNOG00000007266" "ENSG00000166323"
"124969" "ENSRNOG00000007294" "ENSG00000147481"
"124993" "ENSRNOG00000007301" "ENSG00000164404"
"125017" "ENSRNOG00000007307" "ENSG00000105137"
"125073" "ENSRNOG00000007324" "ENSG00000076356"
"125145" "ENSRNOG00000007334" "ENSG00000176956"
"125249" "ENSRNOG00000007369" "ENSG00000198892"
"125289" "ENSRNOG00000007374" "ENSG00000006128"
"125393" "ENSRNOG00000007408" "ENSG00000088881"
"125401" "ENSRNOG00000007410" "ENSG00000173406"
"125449" "ENSRNOG00000007420" "ENSG00000196639"
"125489" "ENSRNOG00000007431" "ENSG00000164403"
"125505" "ENSRNOG00000007433" "ENSG00000008283"
"125545" "ENSRNOG00000007440" "ENSG00000089091"
"125553" "ENSRNOG00000007441" "ENSG00000186231"
"125593" "ENSRNOG00000007454" "ENSG00000179148"
"125601" "ENSRNOG00000007455" "ENSG00000181291"
"125609" "ENSRNOG00000007456" "ENSG00000104327"
"125633" "ENSRNOG00000007461" "ENSG00000239474"
"125657" "ENSRNOG00000007477" "ENSG00000124205"
"125761" "ENSRNOG00000007508" "ENSG00000166159"
"125769" "ENSRNOG00000007509" "ENSG00000105143"
"125833" "ENSRNOG00000007523" "ENSG00000132141"
"125921" "ENSRNOG00000007552" "ENSG00000147256"
"125929" "ENSRNOG00000007561" "ENSG00000149328"
"125937" "ENSRNOG00000007564" "ENSG00000072840"
"125945" "ENSRNOG00000007567" "ENSG00000088320"
"125977" "ENSRNOG00000007575" "ENSG00000148123"
"126001" "ENSRNOG00000007581" "ENSG00000179520"
"126041" "ENSRNOG00000007590" "ENSG00000104313"
"126057" "ENSRNOG00000007597" "ENSG00000158106"
"126065" "ENSRNOG00000007600" "ENSG00000147255"
"126113" "ENSRNOG00000007625" "ENSG00000172318"
"126145" "ENSRNOG00000007636" "ENSG00000081803"
"126169" "ENSRNOG00000007645" "ENSG00000162728"
"126185" "ENSRNOG00000007647" "ENSG00000082556"
"126217" "ENSRNOG00000007654" "ENSG00000139263"
"126225" "ENSRNOG00000007655" "ENSG00000103343"
"126305" "ENSRNOG00000007675" "ENSG00000112218"
"126337" "ENSRNOG00000007682" "ENSG00000125675"
"126409" "ENSRNOG00000007705" "ENSG00000177807"
"126417" "ENSRNOG00000007706" "ENSG00000162409"
"126489" "ENSRNOG00000007727" "ENSG00000156959"
"126553" "ENSRNOG00000007748" "ENSG00000133863"
"126577" "ENSRNOG00000007754" "ENSG00000168348"
"126585" "ENSRNOG00000007755" "ENSG00000146281"
"126601" "ENSRNOG00000007759" "ENSG00000186564"
"126625" "ENSRNOG00000007765" "ENSG00000162998"
"126657" "ENSRNOG00000007778" "ENSG00000179593"
"126665" "ENSRNOG00000007779" "ENSG00000132854"
"126713" "ENSRNOG00000007799" "ENSG00000162391"
"126753" "ENSRNOG00000007808" "ENSG00000177432"
"126801" "ENSRNOG00000007827" "ENSG00000131055"
"126937" "ENSRNOG00000007865" "ENSG00000154928"
"126953" "ENSRNOG00000007869" "ENSG00000179314"
"127025" "ENSRNOG00000007889" "ENSG00000129221"
"127049" "ENSRNOG00000007894" "ENSG00000107186"
"127065" "ENSRNOG00000007896" "ENSG00000175946"
"127113" "ENSRNOG00000007907" "ENSG00000152154"
"127161" "ENSRNOG00000007923" "ENSG00000138028"
"127193" "ENSRNOG00000007931" "ENSG00000132518"
"127249" "ENSRNOG00000007951" "ENSG00000158089"
"127257" "ENSRNOG00000007955" "ENSG00000157150"
"127417" "ENSRNOG00000007999" "ENSG00000174429"
"127425" "ENSRNOG00000008000" "ENSG00000019505"
"127433" "ENSRNOG00000008001" "ENSG00000169213"
"127449" "ENSRNOG00000008011" "ENSG00000186094"
"127529" "ENSRNOG00000008026" "ENSG00000183186"
"127537" "ENSRNOG00000008027" "ENSG00000170681"
"127545" "ENSRNOG00000008031" "ENSG00000151062"
"127553" "ENSRNOG00000008034" "ENSG00000241697"
"127593" "ENSRNOG00000008046" "ENSG00000182107"
"127649" "ENSRNOG00000008053" "ENSG00000132932"
"127689" "ENSRNOG00000008058" "ENSG00000166682"
"127729" "ENSRNOG00000008065" "ENSG00000113645"
"127745" "ENSRNOG00000008074" "ENSG00000140459"
"127761" "ENSRNOG00000008078" "ENSG00000173826"
"127841" "ENSRNOG00000008100" "ENSG00000147509"
"127873" "ENSRNOG00000008105" "ENSG00000142700"
"127945" "ENSRNOG00000008129" "ENSG00000153246"
"127953" "ENSRNOG00000008130" "ENSG00000111404"
"127985" "ENSRNOG00000008138" "ENSG00000109944"
"128049" "ENSRNOG00000008157" "ENSG00000157152"
"128057" "ENSRNOG00000008159" "ENSG00000066697"
"128089" "ENSRNOG00000008168" "ENSG00000111186"
"128097" "ENSRNOG00000008169" "ENSG00000155886"
"128105" "ENSRNOG00000008170" "ENSG00000149596"
"128129" "ENSRNOG00000008176" "ENSG00000175206"
"128169" "ENSRNOG00000008184" "ENSG00000104413"
"128225" "ENSRNOG00000008203" "ENSG00000163630"
"128241" "ENSRNOG00000008210" "ENSG00000174611"
"128281" "ENSRNOG00000008219" "ENSG00000140481"
"128297" "ENSRNOG00000008223" "ENSG00000118432"
"128417" "ENSRNOG00000008257" "ENSG00000117122"
"128553" "ENSRNOG00000008299" "ENSG00000151360"
"128569" "ENSRNOG00000008300" "ENSG00000160062"
"128609" "ENSRNOG00000008312" "ENSG00000137868"
"128649" "ENSRNOG00000008323" "ENSG00000091622"
"128689" "ENSRNOG00000008336" "ENSG00000164761"
"128697" "ENSRNOG00000008337" "ENSG00000159248"
"128737" "ENSRNOG00000008353" "ENSG00000103599"
"128793" "ENSRNOG00000008373" "ENSG00000118004"
"128825" "ENSRNOG00000008380" "ENSG00000213199"
"128961" "ENSRNOG00000008423" "ENSG00000172209"
"128993" "ENSRNOG00000008428" "ENSG00000149295"
"129001" "ENSRNOG00000008431" "ENSG00000136928"
"129049" "ENSRNOG00000008447" "ENSG00000151952"
"129113" "ENSRNOG00000008463" "ENSG00000105784"
"129145" "ENSRNOG00000008470" "ENSG00000158113"
"129177" "ENSRNOG00000008475" "ENSG00000172461"
"129201" "ENSRNOG00000008481" "ENSG00000068615"
"129289" "ENSRNOG00000008515" "ENSG00000151715"
"129329" "ENSRNOG00000008529" "ENSG00000179772"
"129353" "ENSRNOG00000008534" "ENSG00000149599"
"129369" "ENSRNOG00000008544" "ENSG00000176383"
"129417" "ENSRNOG00000008560" "ENSG00000186409"
"129513" "ENSRNOG00000008592" "ENSG00000043039"
"129529" "ENSRNOG00000008595" "ENSG00000149292"
"129537" "ENSRNOG00000008596" "ENSG00000131044"
"129641" "ENSRNOG00000008615" "ENSG00000147676"
"129681" "ENSRNOG00000008622" "ENSG00000146592"
"129689" "ENSRNOG00000008625" "ENSG00000177181"
"129785" "ENSRNOG00000008644" "ENSG00000136352"
"129841" "ENSRNOG00000008666" "ENSG00000120549"
"129881" "ENSRNOG00000008678" "ENSG00000169604"
"129889" "ENSRNOG00000008680" "ENSG00000129038"
"129897" "ENSRNOG00000008683" "ENSG00000171094"
"129961" "ENSRNOG00000008706" "ENSG00000135111"
"130009" "ENSRNOG00000008728" "ENSG00000133958"
"130089" "ENSRNOG00000008749" "ENSG00000130635"
"130105" "ENSRNOG00000008754" "ENSG00000119686"
"130145" "ENSRNOG00000008761" "ENSG00000107130"
"130161" "ENSRNOG00000008765" "ENSG00000091656"
"130169" "ENSRNOG00000008766" "ENSG00000273079"
"130185" "ENSRNOG00000008775" "ENSG00000155530"
"130233" "ENSRNOG00000008790" "ENSG00000124194"
"130273" "ENSRNOG00000008806" "ENSG00000115295"
"130329" "ENSRNOG00000008824" "ENSG00000148704"
"130409" "ENSRNOG00000008846" "ENSG00000181690"
"130457" "ENSRNOG00000008862" "ENSG00000172350"
"130465" "ENSRNOG00000008865" "ENSG00000144681"
"130481" "ENSRNOG00000008869" "ENSG00000158528"
"130545" "ENSRNOG00000008895" "ENSG00000101076"
"130609" "ENSRNOG00000008911" "ENSG00000162490"
"130625" "ENSRNOG00000008915" "ENSG00000175785"
"130641" "ENSRNOG00000008919" "ENSG00000172995"
"130737" "ENSRNOG00000008939" "ENSG00000122584"
"130753" "ENSRNOG00000008942" "ENSG00000179270"
"130761" "ENSRNOG00000008943" "ENSG00000181195"
"130785" "ENSRNOG00000008949" "ENSG00000166317"
"130817" "ENSRNOG00000008960" "ENSG00000070388"
"130841" "ENSRNOG00000008966" "ENSG00000137571"
"130849" "ENSRNOG00000008970" "ENSG00000118946"
"130873" "ENSRNOG00000008984" "ENSG00000146243"
"130913" "ENSRNOG00000008992" "ENSG00000163873"
"130929" "ENSRNOG00000008996" "ENSG00000157851"
"131009" "ENSRNOG00000009022" "ENSG00000114993"
"131049" "ENSRNOG00000009033" "ENSG00000184144"
"131129" "ENSRNOG00000009050" "ENSG00000166126"
"131137" "ENSRNOG00000009054" "ENSG00000110675"
"131153" "ENSRNOG00000009061" "ENSG00000272514"
"131281" "ENSRNOG00000009096" "ENSG00000105852"
"131353" "ENSRNOG00000009114" "ENSG00000169122"
"131425" "ENSRNOG00000009144" "ENSG00000159166"
"131449" "ENSRNOG00000009149" "ENSG00000166086"
"131457" "ENSRNOG00000009151" "ENSG00000151338"
"131537" "ENSRNOG00000009172" "ENSG00000106066"
"131545" "ENSRNOG00000009173" "ENSG00000137834"
"131577" "ENSRNOG00000009178" "ENSG00000203872"
"131585" "ENSRNOG00000009180" "ENSG00000260903"
"131593" "ENSRNOG00000009181" "ENSG00000186047"
"131609" "ENSRNOG00000009191" "ENSG00000101331"
"131641" "ENSRNOG00000009197" "ENSG00000005981"
"131649" "ENSRNOG00000009198" "ENSG00000154917"
"131665" "ENSRNOG00000009203" "ENSG00000257057"
"131689" "ENSRNOG00000009206" "ENSG00000153266"
"131713" "ENSRNOG00000009209" "ENSG00000178235"
"131737" "ENSRNOG00000009218" "ENSG00000130711"
"131745" "ENSRNOG00000009219" "ENSG00000165478"
"131785" "ENSRNOG00000009227" "ENSG00000134817"
"131809" "ENSRNOG00000009239" "ENSG00000188833"
"131865" "ENSRNOG00000009253" "ENSG00000080854"
"131905" "ENSRNOG00000009265" "ENSG00000169427"
"131929" "ENSRNOG00000009269" "ENSG00000135346"
"131961" "ENSRNOG00000009276" "ENSG00000151967"
"131969" "ENSRNOG00000009276" "ENSG00000283154"
"132017" "ENSRNOG00000009286" "ENSG00000188747"
"132025" "ENSRNOG00000009288" "ENSG00000102466"
"132065" "ENSRNOG00000009299" "ENSG00000184160"
"132121" "ENSRNOG00000009311" "ENSG00000070404"
"132161" "ENSRNOG00000009324" "ENSG00000005448"
"132217" "ENSRNOG00000009336" "ENSG00000181085"
"132257" "ENSRNOG00000009343" "ENSG00000167880"
