Discovered in,Entrez,Symbol,Group,Model pvalue,AICc diff,Coefficients,R2(if applicable),subgroups
"longterm,muscle",5564,PRKAB1,prop_males,4.52E-05,-8.941705105,"b0:-0.065(0.0038),prop_males:0.18(4.5e-05)",100,"longterm,muscle,prop_males,1"
"longterm,muscle",23545,ATP6V0A2,prop_males,0.000313512,-5.64601963,"b0:0.095(0.0026),prop_males:-0.21(0.00031)",53.44966034,"longterm,muscle,prop_males,1"
"longterm,muscle",171017,ZNF384,avg_age,1.53E-05,-7.532560704,"b0:-0.11(2.8e-06),avg_age:0.0021(1.5e-05)",86.41132484,"longterm,muscle,avg_age,1 and longterm,blood,base_model,1"
"longterm,muscle",6515,SLC2A3,avg_age,0.000123576,-8.230283141,"b0:-0.14(0.0016),avg_age:0.0036(0.00012)",32.51608661,"acute,blood,base_model,2 and longterm,muscle,avg_age,1"
"longterm,muscle",2,A2M,base_model,1.52E-07,-8.807539067,b0:0.23(1.5e-07),NA,"longterm,muscle,base_model,2"
"longterm,muscle",9976,CLEC2B,base_model,0.000887534,-6.622592094,b0:0.14(0.00089),NA,"longterm,muscle,base_model,2"
"longterm,muscle",3764,KCNJ8,base_model,0.000184695,-6.099883162,b0:0.28(0.00018),NA,"longterm,muscle,base_model,2"
"longterm,muscle",8085,KMT2D,prop_males,5.34E-05,-5.624722981,"b0:0.055(0.06),prop_males:-0.2(5.3e-05)",63.81129133,"longterm,muscle,prop_males,1"
"longterm,muscle",517,ATP5MC2,prop_males,8.40E-05,-5.785871685,"b0:0.098(0.009),prop_males:-0.24(8.4e-05)",58.67535599,"longterm,muscle,prop_males,1"
"longterm,muscle",506,ATP5F1B,base_model,9.49E-05,-6.63357691,b0:0.13(9.5e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",552,AVPR1A,base_model,2.97E-06,-9.5219386,b0:0.13(3e-06),NA,"longterm,muscle,base_model,2"
"longterm,muscle",51643,TMBIM4,avg_age;prop_males,5.17E-06,-9.094392204,"b0:-0.01(0.87),avg_age:0.0026(0.0035),prop_males:-0.22(0.0012)",60.49566436,"longterm,muscle,avg_age;prop_males,1"
"longterm,muscle",29080,CCDC59,prop_males,0.000208404,-6.126279082,"b0:0.1(0.023),prop_males:-0.28(0.00021)",54.00875095,"longterm,muscle,prop_males,1"
"longterm,muscle",8411,EEA1,prop_males,4.14E-07,-8.234009605,"b0:0.078(0.00076),prop_males:-0.23(4.1e-07)",98.81166765,"acute,muscle,training;avg_age,1 and longterm,muscle,prop_males,1"
"longterm,muscle",326625,MMAB,avg_age,8.07E-06,-7.677628128,"b0:0.11(2.7e-05),avg_age:-0.0024(8.1e-06)",85.62637065,"longterm,muscle,avg_age,1"
"longterm,muscle",283450,HECTD4,prop_males,0.000151307,-7.090451258,"b0:0.067(0.0061),prop_males:-0.16(0.00015)",45.05252662,"longterm,muscle,prop_males,1"
"longterm,muscle",338799,LINC01089,avg_age,3.39E-09,-20.57525641,"b0:-0.2(1.6e-09),avg_age:0.0041(3.4e-09)",92.0885731,"longterm,muscle,avg_age,1"
"longterm,muscle",10129,FRY,prop_males,0.000706826,-5.040006079,"b0:0.13(0.0012),prop_males:-0.23(0.00071)",41.11701544,"longterm,muscle,prop_males,1"
"longterm,muscle",10562,OLFM4,prop_males,7.30E-05,-6.87511319,"b0:0.059(0.00045),prop_males:-0.13(7.3e-05)",100,"longterm,muscle,prop_males,1"
"longterm,muscle",27253,PCDH17,base_model,0.000505208,-13.28321176,b0:0.24(0.00051),NA,"longterm,muscle,base_model,2"
"longterm,muscle",54602,NDFIP2,prop_males,9.64E-05,-6.845813989,"b0:0.045(0.16),prop_males:-0.22(9.6e-05)",62.85003163,"longterm,muscle,prop_males,1"
"longterm,muscle",1284,COL4A2,base_model,3.51E-05,-11.61645003,b0:0.52(3.5e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",143,PARP4,base_model,5.55E-05,-6.686299399,b0:0.11(5.5e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",84078,KBTBD7,prop_males,8.70E-06,-8.956750996,"b0:0.092(0.00067),prop_males:-0.26(8.7e-06)",99.89329383,"longterm,muscle,prop_males,1"
"longterm,muscle",1910,EDNRB,base_model,0.000232569,-10.47770707,b0:0.36(0.00023),NA,"longterm,muscle,base_model,2"
"longterm,muscle",196541,METTL21C,time,0.000538697,-7.04797392,"b0:-0.21(1.6e-05),time.L:-0.24(0.00054)",79.63488175,"longterm,muscle,time,1"
"longterm,muscle",79070,POGLUT2,prop_males,3.32E-05,-9.359101846,"b0:-0.085(0.0011),prop_males:0.21(3.3e-05)",71.8711415,"longterm,muscle,prop_males,1"
"longterm,muscle",1282,COL4A1,base_model,5.13E-09,-7.130889531,b0:0.61(5.1e-09),NA,"longterm,muscle,base_model,2"
"longterm,muscle",122773,KLHDC1,prop_males,3.44E-05,-8.604903074,"b0:0.081(0.0083),prop_males:-0.21(3.4e-05)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",5926,ARID4A,prop_males,2.92E-06,-10.97525413,"b0:0.076(0.0033),prop_males:-0.23(2.9e-06)",85.39886347,"longterm,muscle,prop_males,1"
"longterm,muscle",3091,HIF1A,prop_males,0.000329065,-7.044217049,"b0:-0.076(0.049),prop_males:0.24(0.00033)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",57156,TMEM63C,avg_age,0.000801061,-12.16990453,"b0:-0.2(0.0064),avg_age:0.0053(8e-04)",NA,"longterm,muscle,avg_age,1"
"longterm,muscle",79882,ZC3H14,prop_males,2.49E-06,-10.14590368,"b0:0.064(4e-04),prop_males:-0.16(2.5e-06)",86.94634882,"longterm,muscle,prop_males,1"
"longterm,muscle",3429,IFI27,base_model,7.07E-06,-5.548611936,b0:0.27(7.1e-06),NA,"longterm,muscle,base_model,2"
"longterm,muscle",6035,RNASE1,base_model,0.000849636,-15.89335792,b0:0.18(0.00085),NA,"longterm,muscle,base_model,2"
"longterm,muscle",55147,RBM23,prop_males,6.10E-05,-7.386599237,"b0:0.086(0.025),prop_males:-0.25(6.1e-05)",49.66365556,"longterm,muscle,prop_males,1"
"longterm,muscle",22985,ACIN1,prop_males,0.000202824,-6.008026343,"b0:0.045(0.044),prop_males:-0.14(2e-04)",98.85659037,"longterm,muscle,prop_males,1"
"longterm,muscle",196883,ADCY4,time;avg_age,1.23E-07,-10.14735539,"b0:-0.23(0.00023),time.L:-0.11(2e-05),avg_age:0.0066(4.4e-08)",81.98864134,"longterm,muscle,time;avg_age,1"
"longterm,muscle",161198,CLEC14A,base_model,7.46E-07,-5.046047915,b0:0.22(7.5e-07),NA,"longterm,muscle,base_model,2"
"longterm,muscle",22938,SNW1,prop_males,2.53E-05,-7.176816658,"b0:0.058(0.017),prop_males:-0.18(2.5e-05)",84.83699834,"longterm,muscle,prop_males,1"
"longterm,muscle",55102,ATG2B,prop_males,7.56E-05,-8.566093107,"b0:0.054(0.0078),prop_males:-0.14(7.6e-05)",100,"longterm,muscle,prop_males,1"
"longterm,muscle",440270,GOLGA8B,avg_age,0.0002984,-6.685900567,"b0:-0.19(0.00015),avg_age:0.0037(3e-04)",67.74545965,"longterm,muscle,avg_age,1"
"longterm,muscle",6638,SNRPN,prop_males,0.000811529,-6.314055952,"b0:0.11(0.042),prop_males:-0.28(0.00081)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",8123,PWAR5,prop_males,3.67E-14,-6.342892379,"b0:0.11(1.7e-05),prop_males:-0.41(3.7e-14)",98.82330512,"longterm,muscle,prop_males,1"
"longterm,muscle",161779,PGBD4,avg_age,0.000779421,-7.944005283,"b0:0.18(8e-05),avg_age:-0.0034(0.00078)",NA,"longterm,muscle,avg_age,1"
"longterm,muscle",55142,HAUS2,prop_males,2.03E-05,-11.67219411,"b0:0.1(0.00041),prop_males:-0.22(2e-05)",97.8443125,"longterm,muscle,prop_males,1"
"longterm,muscle",567,B2M,time;prop_males,4.40E-06,-10.18315948,"b0:0.4(7.8e-08),time.L:-0.16(3e-04),prop_males:-0.51(1.4e-05)",58.32636839,"longterm,muscle,time;prop_males,1"
"longterm,muscle",440279,UNC13C,base_model,0.000359035,-11.42153079,b0:-0.12(0.00036),NA,"longterm,muscle,base_model,1"
"longterm,muscle",54778,RNF111,prop_males,6.90E-05,-7.067951587,"b0:0.077(0.019),prop_males:-0.21(6.9e-05)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",83660,TLN2,prop_males,1.86E-05,-8.549556407,"b0:0.054(0.09),prop_males:-0.23(1.9e-05)",59.10396771,"longterm,muscle,prop_males,1"
"longterm,muscle",7168,TPM1,avg_age,9.12E-06,-9.476263076,"b0:-0.19(0.00011),avg_age:0.0045(9.1e-06)",71.71540553,"longterm,muscle,avg_age,1"
"longterm,muscle",83464,APH1B,avg_age,0.000278428,-6.222809519,"b0:-0.1(0.00024),avg_age:0.0023(0.00028)",NA,"longterm,muscle,avg_age,1"
"longterm,muscle",374655,ZNF710,prop_males,3.89E-06,-6.60643852,"b0:-0.085(5.5e-08),prop_males:0.13(3.9e-06)",99.77125791,"longterm,muscle,prop_males,1"
"longterm,muscle",8128,ST8SIA2,avg_age,0.000175521,-8.595052274,"b0:0.58(6.9e-06),avg_age:-0.0093(0.00018)",NA,"longterm,muscle,avg_age,1"
"longterm,muscle",123355,LRRC28,prop_males,5.69E-05,-7.250463024,"b0:0.075(0.0018),prop_males:-0.18(5.7e-05)",77.74988362,"longterm,muscle,prop_males,1"
"longterm,muscle",54816,ZNF280D,prop_males,5.61E-09,-18.10966714,"b0:0.075(2.3e-06),prop_males:-0.18(5.6e-09)",97.25708945,"longterm,muscle,prop_males,1"
"longterm,muscle",54832,VPS13C,prop_males,2.79E-05,-6.394389824,"b0:0.074(0.00015),prop_males:-0.15(2.8e-05)",87.1730416,"longterm,muscle,prop_males,1"
"longterm,muscle",5479,PPIB,base_model,0.000263544,-5.988851059,b0:0.15(0.00026),NA,"longterm,muscle,base_model,2"
"longterm,muscle",145864,HAPLN3,prop_males,8.59E-05,-6.701632167,"b0:-0.072(3e-04),prop_males:0.15(8.6e-05)",100,"longterm,muscle,prop_males,1"
"longterm,muscle",3050,HBZ,prop_males,1.09E-07,-8.89347983,"b0:0.077(2.4e-06),prop_males:-0.16(1.1e-07)",95.12572533,"longterm,muscle,prop_males,1"
"longterm,muscle",57465,TBC1D24,prop_males,0.000107914,-6.30544059,"b0:0.041(0.0048),prop_males:-0.11(0.00011)",90.69944716,"longterm,muscle,prop_males,1"
"longterm,muscle",124152,IQCK,avg_age,0.000142939,-8.914301802,"b0:-0.11(0.0077),avg_age:0.0034(0.00014)",NA,"longterm,muscle,avg_age,1"
"longterm,muscle",5930,RBBP6,avg_age,0.000189971,-8.401192307,"b0:-0.19(3.1e-06),avg_age:0.0031(0.00019)",NA,"longterm,muscle,avg_age,1"
"longterm,muscle",112869,SGF29,prop_males,1.82E-06,-11.37707953,"b0:0.082(0.08),prop_males:-0.37(1.8e-06)",67.29151141,"longterm,muscle,prop_males,1"
"longterm,muscle",112476,PRRT2,avg_age,0.000167305,-6.376227578,"b0:-0.18(6.9e-05),avg_age:0.0034(0.00017)",70.12107991,"longterm,muscle,avg_age,1"
"longterm,muscle",3681,ITGAD,prop_males,9.53E-05,-7.011565579,"b0:0.051(0.00047),prop_males:-0.1(9.5e-05)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",54496,PRMT7,avg_age,4.65E-05,-5.443964716,"b0:-0.15(4.2e-07),avg_age:0.0025(4.6e-05)",92.93500022,"longterm,muscle,avg_age,1"
"longterm,muscle",79613,TANGO6,prop_males,0.000140475,-7.703180276,"b0:0.06(0.003),prop_males:-0.15(0.00014)",42.20922636,"longterm,muscle,prop_males,1"
"longterm,muscle",23417,MLYCD,training,0.000144568,-7.012810754,"b0:0.12(0.0056),trainingresistance:-0.14(0.00014)",NA,"acute,muscle,time,2 and longterm,muscle,training,2"
"longterm,muscle",51734,MSRB1,training,0.000274039,-5.587701293,"b0:0.13(9.8e-06),trainingresistance:-0.15(0.00027)",56.02992546,"longterm,muscle,training,2"
"longterm,muscle",6923,ELOB,prop_males,8.79E-08,-9.930817803,"b0:0.11(0.00025),prop_males:-0.29(8.8e-08)",82.53874055,"longterm,muscle,prop_males,1"
"longterm,muscle",5073,PARN,prop_males,2.32E-05,-5.971736606,"b0:0.085(3e-05),prop_males:-0.16(2.3e-05)",100,"longterm,muscle,prop_males,1"
"longterm,muscle",9665,MARF1,prop_males,7.90E-05,-5.098802404,"b0:0.061(0.0063),prop_males:-0.16(7.9e-05)",99.99433095,"longterm,muscle,prop_males,1"
"longterm,muscle",9098,USP6,avg_age,0.000192502,-7.991644046,"b0:-0.31(1.1e-06),avg_age:0.0048(0.00019)",40.88817779,"longterm,muscle,avg_age,1"
"longterm,muscle",84817,TXNDC17,prop_males,0.000290512,-5.626785396,"b0:0.16(1.2e-05),prop_males:-0.23(0.00029)",50.60392831,"longterm,muscle,prop_males,1"
"longterm,muscle",26781,SNORA67,avg_age,2.97E-05,-5.576608765,"b0:-0.25(8e-05),avg_age:0.0051(3e-05)",84.59426218,"longterm,muscle,avg_age,1"
"longterm,muscle",22899,ARHGEF15,base_model,9.42E-06,-5.822947476,b0:0.11(9.4e-06),NA,"longterm,muscle,base_model,2"
"longterm,muscle",125170,MIEF2,avg_age,9.51E-05,-5.959538597,"b0:0.23(0.00018),avg_age:-0.0048(9.5e-05)",62.04996529,"longterm,muscle,avg_age,1"
"longterm,muscle",10626,TRIM16,prop_males,3.36E-06,-10.47719728,"b0:-0.059(8.6e-05),prop_males:0.14(3.4e-06)",95.44408311,"longterm,muscle,prop_males,1"
"longterm,muscle",3768,KCNJ12,base_model,0.000273397,-6.969001579,b0:-0.2(0.00027),NA,"longterm,muscle,base_model,1"
"longterm,muscle",23512,SUZ12,prop_males,3.44E-05,-10.40203406,"b0:0.11(7.9e-05),prop_males:-0.21(3.4e-05)",98.77173974,"longterm,muscle,prop_males,1"
"longterm,muscle",3487,IGFBP4,base_model,2.96E-05,-6.803924612,b0:0.21(3e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",10266,RAMP2,base_model,0.000383237,-8.135352582,b0:0.15(0.00038),NA,"longterm,muscle,base_model,2"
"longterm,muscle",146894,CD300LG,base_model,0.000448668,-7.796504087,b0:0.15(0.00045),NA,"longterm,muscle,base_model,2"
"longterm,muscle",92591,ASB16,avg_age,5.34E-05,-6.037858252,"b0:-0.2(4.7e-06),avg_age:0.0035(5.3e-05)",77.01605166,"longterm,muscle,avg_age,1"
"longterm,muscle",10900,RUNDC3A,prop_males,0.000312392,-5.576205424,"b0:0.06(0.001),prop_males:-0.12(0.00031)",89.44738135,"longterm,muscle,prop_males,1"
"longterm,muscle",11143,KAT7,prop_males,5.76E-06,-7.568059431,"b0:0.057(0.045),prop_males:-0.23(5.8e-06)",82.95977134,"longterm,muscle,prop_males,1"
"longterm,muscle",3675,ITGA3,prop_males,4.94E-07,-7.858687222,"b0:0.09(3.6e-06),prop_males:-0.2(4.9e-07)",100,"longterm,muscle,prop_males,1"
"longterm,muscle",3131,HLF,prop_males,0.000360352,-6.035743018,"b0:0.054(0.022),prop_males:-0.16(0.00036)",94.7082761,"longterm,muscle,prop_males,1"
"longterm,muscle",762,CA4,prop_males,4.34E-06,-8.87193066,"b0:0.21(1.2e-07),prop_males:-0.3(4.3e-06)",99.96654073,"longterm,muscle,prop_males,1"
"longterm,muscle",1636,ACE,base_model,2.05E-06,-8.025746467,b0:0.13(2e-06),NA,"longterm,muscle,base_model,2"
"longterm,muscle",9123,SLC16A3,prop_males,0.000222559,-7.762159189,"b0:0.49(0.00013),prop_males:-0.77(0.00022)",52.00529237,"longterm,muscle,prop_males,1"
"longterm,muscle",29,ABR,prop_males,0.000124523,-6.63193056,"b0:0.12(0.0013),prop_males:-0.25(0.00012)",68.14735707,"longterm,muscle,prop_males,1"
"longterm,muscle",7326,UBE2G1,training,4.08E-07,-7.343077388,"b0:-0.13(5.7e-13),trainingresistance:0.13(4.1e-07)",79.78980033,"longterm,muscle,training,3"
"longterm,muscle",9482,STX8,prop_males,0.000132814,-7.349850815,"b0:0.1(0.00053),prop_males:-0.2(0.00013)",39.57677624,"longterm,muscle,prop_males,1"
"longterm,muscle",2124,EVI2B,time;avg_age,0.000126708,-9.663931607,"b0:-0.52(0.00042),time.L:-0.21(0.0077),avg_age:0.012(3.2e-05)",NA,"longterm,muscle,time;avg_age,1"
"longterm,muscle",3728,JUP,prop_males,7.39E-05,-7.487184044,"b0:0.048(0.15),prop_males:-0.22(7.4e-05)",60.39508499,"longterm,muscle,prop_males,1"
"longterm,muscle",3216,HOXB6,prop_males,0.00011369,-8.452743135,"b0:-0.056(0.052),prop_males:0.2(0.00011)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",22834,ZNF652,prop_males,0.000677844,-9.846448144,"b0:0.091(0.023),prop_males:-0.21(0.00068)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",1277,COL1A1,base_model,3.39E-07,-5.209962805,b0:0.69(3.4e-07),NA,"longterm,muscle,base_model,2"
"longterm,muscle",6329,SCN4A,avg_age,3.45E-07,-6.287675425,"b0:-0.34(6.3e-13),avg_age:0.0046(3.4e-07)",99.96167444,"longterm,muscle,avg_age,1"
"longterm,muscle",3384,ICAM2,base_model,6.13E-06,-5.670363428,b0:0.12(6.1e-06),NA,"longterm,muscle,base_model,2"
"longterm,muscle",5175,PECAM1,base_model,8.45E-09,-6.998981116,b0:0.31(8.4e-09),NA,"longterm,muscle,base_model,2"
"longterm,muscle",10892,MALT1,prop_males,1.04E-08,-15.72260522,"b0:0.11(1e-06),prop_males:-0.25(1e-08)",97.0894714,"longterm,muscle,prop_males,1"
"longterm,muscle",90701,SEC11C,training;prop_males,5.28E-06,-6.703962496,"b0:0.17(9.3e-08),trainingresistance:-0.033(0.00066),prop_males:-0.23(4.8e-05)",100,"longterm,muscle,training;prop_males,1"
"longterm,muscle",79839,CCDC102B,avg_age,0.000526129,-14.3590393,"b0:-0.11(0.0063),avg_age:0.003(0.00053)",NA,"longterm,muscle,avg_age,1"
"longterm,muscle",4772,NFATC1,prop_males,0.000118234,-6.837304087,"b0:0.049(0.074),prop_males:-0.19(0.00012)",49.39330736,"acute,muscle,avg_age,1 and longterm,muscle,prop_males,1"
"longterm,muscle",114799,ESCO1,prop_males,6.77E-05,-6.485417132,"b0:0.06(0.0043),prop_males:-0.16(6.8e-05)",99.8412386,"longterm,muscle,prop_males,1"
"longterm,muscle",100101467,ZSCAN30,prop_males,3.79E-05,-8.401360942,"b0:0.075(0.00059),prop_males:-0.17(3.8e-05)",70.46189882,"longterm,muscle,prop_males,1"
"longterm,muscle",7572,ZNF24,prop_males,0.000599579,-6.644174799,"b0:0.11(0.035),prop_males:-0.28(6e-04)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",6925,TCF4,base_model,0.000967877,-15.15063162,b0:0.18(0.00097),NA,"longterm,muscle,base_model,2"
"longterm,muscle",25914,RTTN,prop_males,0.000203387,-5.772603761,"b0:0.087(0.0011),prop_males:-0.18(2e-04)",0,"longterm,muscle,prop_males,1"
"longterm,muscle",1528,CYB5A,prop_males,0.000171167,-7.186091544,"b0:0.11(3.8e-05),prop_males:-0.19(0.00017)",47.25791234,"longterm,muscle,prop_males,1"
"longterm,muscle",92840,REEP6,avg_age,1.91E-05,-5.500536717,"b0:0.12(5.7e-05),avg_age:-0.0028(1.9e-05)",78.88403749,"acute,muscle,avg_age,1 and longterm,muscle,avg_age,1"
"longterm,muscle",7171,TPM4,base_model,0.00086303,-7.891631483,b0:0.11(0.00086),NA,"longterm,muscle,base_model,2"
"longterm,muscle",284439,SLC25A42,avg_age,0.000412075,-5.339818872,"b0:0.24(6.7e-05),avg_age:-0.0044(0.00041)",44.31590058,"longterm,muscle,avg_age,1"
"longterm,muscle",55094,GPATCH1,prop_males,0.000648485,-7.501138108,"b0:0.054(0.072),prop_males:-0.15(0.00065)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",30846,EHD2,base_model,1.48E-05,-5.278207332,b0:0.16(1.5e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",147947,ZNF542P,avg_age,1.28E-05,-10.24768172,"b0:0.12(1.3e-05),avg_age:-0.0025(1.3e-05)",99.59969985,"longterm,muscle,avg_age,1"
"longterm,muscle",125919,ZNF543,prop_males,1.08E-05,-10.40799343,"b0:0.067(0.0011),prop_males:-0.17(1.1e-05)",80.35288733,"longterm,muscle,prop_males,1"
"longterm,muscle",5802,PTPRS,prop_males,5.87E-05,-9.02615414,"b0:0.063(0.0022),prop_males:-0.16(5.9e-05)",0,"longterm,muscle,prop_males,1"
"longterm,muscle",5864,RAB3A,avg_age,7.01E-05,-6.897980044,"b0:0.18(3.1e-05),avg_age:-0.0034(7e-05)",99.98994171,"longterm,muscle,avg_age,1"
"longterm,muscle",256236,NAPSB,prop_males,6.62E-05,-8.265812429,"b0:-0.066(0.00026),prop_males:0.14(6.6e-05)",73.33613182,"longterm,muscle,prop_males,1"
"longterm,muscle",8853,ASAP2,base_model,0.000714056,-14.29775633,b0:0.15(0.00071),NA,"longterm,muscle,base_model,2"
"longterm,muscle",84696,ABHD1,training,9.14E-05,-5.790368408,"b0:0.14(1.3e-15),trainingresistance:-0.097(9.1e-05)",87.91949566,"longterm,muscle,training,2"
"longterm,muscle",30845,EHD3,prop_males,2.85E-06,-7.875419046,"b0:-0.089(0.00072),prop_males:0.23(2.8e-06)",91.85657031,"longterm,muscle,prop_males,1"
"longterm,muscle",25780,RASGRP3,prop_males,7.13E-05,-13.68938314,"b0:0.17(0.0033),prop_males:-0.32(7.1e-05)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",2956,MSH6,prop_males,1.69E-05,-12.29442199,"b0:0.12(0.00072),prop_males:-0.26(1.7e-05)",27.39904069,"longterm,muscle,prop_males,1"
"longterm,muscle",10678,B3GNT2,avg_age;prop_males,3.54E-06,-8.098056017,"b0:-0.15(7.1e-05),avg_age:0.002(0.00069),prop_males:0.2(1e-04)",81.08807915,"longterm,muscle,avg_age;prop_males,1 and longterm,blood,base_model,2"
"longterm,muscle",29094,LGALSL,prop_males,0.000930685,-11.56137113,"b0:0.19(0.029),prop_males:-0.44(0.00093)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",6509,SLC1A4,avg_age,2.15E-05,-5.670029459,"b0:-0.31(2.7e-06),avg_age:0.0057(2.2e-05)",73.2328849,"longterm,muscle,avg_age,1"
"longterm,muscle",51318,MRPL35,avg_age,1.81E-05,-8.700720937,"b0:0.3(1.5e-07),avg_age:-0.005(1.8e-05)",64.12888415,"acute,muscle,time;training,1 and longterm,muscle,avg_age,1"
"longterm,muscle",64795,RMND5A,base_model,3.42E-05,-6.062374872,b0:-0.11(3.4e-05),NA,"longterm,muscle,base_model,1"
"longterm,muscle",27233,SULT1C4,prop_males,0.000257156,-6.962715053,"b0:-0.14(0.016),prop_males:0.38(0.00026)",41.19507282,"longterm,muscle,prop_males,1"
"longterm,muscle",7247,TSN,prop_males,0.00013725,-5.634854659,"b0:0.056(0.047),prop_males:-0.19(0.00014)",77.3862025,"longterm,muscle,prop_males,1"
"longterm,muscle",92,ACVR2A,prop_males,5.21E-06,-9.850219028,"b0:0.075(1e-04),prop_males:-0.16(5.2e-06)",98.82813996,"longterm,muscle,prop_males,1"
"longterm,muscle",493911,PHOSPHO2,prop_males,3.06E-05,-7.422631854,"b0:0.066(0.014),prop_males:-0.2(3.1e-05)",93.30518981,"longterm,muscle,prop_males,1"
"longterm,muscle",5378,PMS1,prop_males,7.31E-08,-13.67546542,"b0:0.08(1.9e-07),prop_males:-0.15(7.3e-08)",100,"longterm,muscle,prop_males,1"
"longterm,muscle",4430,MYO1B,base_model,9.65E-05,-12.33118761,b0:0.23(9.7e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",8324,FZD7,avg_age;prop_males,3.73E-07,-6.109713453,"b0:-0.19(0.086),avg_age:0.0054(0.00061),prop_males:-0.28(0.0056)",81.18808989,"longterm,muscle,avg_age;prop_males,1"
"longterm,muscle",3485,IGFBP2,prop_males,0.000136882,-7.191921405,"b0:-0.085(0.071),prop_males:0.34(0.00014)",70.88715875,"longterm,muscle,prop_males,1"
"longterm,muscle",55054,ATG16L1,prop_males,0.000210526,-6.612592271,"b0:0.072(0.043),prop_males:-0.23(0.00021)",51.91504078,"longterm,muscle,prop_males,1"
"longterm,muscle",7837,PXDN,base_model,1.96E-05,-8.028845759,b0:0.33(2e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",51594,NBAS,prop_males,1.74E-06,-10.59465473,"b0:0.079(0.00013),prop_males:-0.17(1.7e-06)",86.0427072,"longterm,muscle,prop_males,1"
"longterm,muscle",92906,HNRNPLL,prop_males,8.46E-09,-20.06798024,"b0:0.13(0.00033),prop_males:-0.35(8.5e-09)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",80745,THUMPD2,prop_males,5.06E-06,-7.956501288,"b0:0.084(0.0043),prop_males:-0.22(5.1e-06)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",80204,FBXO11,prop_males,5.75E-06,-11.35374815,"b0:0.084(0.00085),prop_males:-0.2(5.8e-06)",67.05707417,"longterm,muscle,prop_males,1"
"longterm,muscle",51315,KRCC1,prop_males,6.74E-05,-6.712527257,"b0:0.1(0.0026),prop_males:-0.23(6.7e-05)",66.26431393,"longterm,muscle,prop_males,1"
"longterm,muscle",23505,TMEM131,prop_males,7.54E-06,-11.12619856,"b0:0.1(0.003),prop_males:-0.27(7.5e-06)",81.64595764,"longterm,muscle,prop_males,1"
"longterm,muscle",164832,LONRF2,prop_males,2.16E-06,-6.159277052,"b0:0.078(0.0034),prop_males:-0.24(2.2e-06)",90.59208123,"longterm,muscle,prop_males,1"
"longterm,muscle",1290,COL5A2,base_model,0.000827943,-6.363074972,b0:0.34(0.00083),NA,"longterm,muscle,base_model,2"
"longterm,muscle",2660,MSTN,base_model,8.72E-06,-5.911455631,b0:-0.43(8.7e-06),NA,"longterm,muscle,base_model,1"
"longterm,muscle",57520,HECW2,base_model,0.000118219,-16.54637124,b0:0.16(0.00012),NA,"longterm,muscle,base_model,2"
"longterm,muscle",80055,PGAP1,prop_males,6.62E-05,-8.481416027,"b0:0.089(0.0012),prop_males:-0.21(6.6e-05)",0,"longterm,muscle,prop_males,1"
"longterm,muscle",285172,FAM126B,avg_age,4.07E-05,-8.456901396,"b0:0.11(0.00023),avg_age:-0.0026(4.1e-05)",0,"longterm,muscle,avg_age,1"
"longterm,muscle",22807,IKZF2,prop_males,0.000226015,-17.30759121,"b0:0.049(0.31),prop_males:-0.2(0.00023)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",55825,PECR,prop_males,6.59E-07,-9.654334409,"b0:0.064(8.4e-07),prop_males:-0.12(6.6e-07)",99.64163273,"longterm,muscle,prop_males,1"
"longterm,muscle",5077,PAX3,prop_males,6.19E-05,-8.175824315,"b0:0.073(0.0015),prop_males:-0.18(6.2e-05)",84.90901651,"longterm,muscle,prop_males,1"
"longterm,muscle",151473,SLC16A14,base_model,0.000641928,-12.53216332,b0:0.1(0.00064),NA,"longterm,muscle,base_model,2"
"longterm,muscle",130916,MTERF4,prop_males,2.99E-07,-10.48767916,"b0:0.063(0.0033),prop_males:-0.19(3e-07)",86.57965675,"longterm,muscle,prop_males,1"
"longterm,muscle",80025,PANK2,prop_males,1.12E-06,-11.49127677,"b0:0.069(7.4e-05),prop_males:-0.16(1.1e-06)",91.98713746,"longterm,muscle,prop_males,1"
